date,symbol,open,high,low,close,volume
2025-09-10,AAPL,232.185,232.42,225.95,226.79,83440810
2025-09-11,AAPL,226.875,230.45,226.65,230.03,50208578
2025-09-12,AAPL,229.22,234.51,229.02,234.07,55824216
2025-09-15,AAPL,237.0,238.19,235.03,236.7,42699524
2025-09-16,AAPL,237.175,241.22,236.3235,238.15,63421099
2025-09-17,AAPL,238.97,240.1,237.7301,238.99,46508017
2025-09-18,AAPL,239.97,241.2,236.65,237.88,44249576
2025-09-19,AAPL,241.225,246.3,240.2106,245.5,163741314
2025-09-22,AAPL,248.3,256.64,248.12,256.08,105517416
2025-09-23,AAPL,255.875,257.34,253.58,254.43,60275187
2025-09-24,AAPL,255.22,255.74,251.04,252.31,42303710
2025-09-25,AAPL,253.205,257.17,251.712,256.87,55202075
2025-09-26,AAPL,254.095,257.6,253.78,255.46,46076258
2025-09-29,AAPL,254.56,255.0,253.01,254.43,40127687
2025-09-30,AAPL,254.855,255.919,253.11,254.63,37704259
2025-10-01,AAPL,255.04,258.79,254.93,255.45,48713940
2025-10-02,AAPL,256.575,258.18,254.15,257.13,42630239
2025-10-03,AAPL,254.665,259.24,253.95,258.02,49155614
2025-10-06,AAPL,257.99,259.07,255.05,256.69,44664118
2025-10-07,AAPL,256.805,257.4,255.43,256.48,31955776
2025-10-08,AAPL,256.52,258.52,256.11,258.06,36496895
2025-10-09,AAPL,257.805,258.0,253.14,254.04,38322012
2025-10-10,AAPL,254.94,256.38,244.0,245.27,61999098
2025-10-13,AAPL,249.38,249.69,245.56,247.66,38142942
2025-10-14,AAPL,246.6,248.845,244.7,247.77,35477986
2025-10-15,AAPL,249.485,251.82,247.47,249.34,33893611
2025-10-16,AAPL,248.25,249.04,245.13,247.45,39776974
2025-10-17,AAPL,248.02,253.38,247.27,252.29,49146961
2025-10-20,AAPL,255.885,264.375,255.63,262.24,90483029
2025-10-21,AAPL,261.88,265.29,261.83,262.77,46695948
2025-10-22,AAPL,262.65,262.85,255.43,258.45,45015254
2025-10-23,AAPL,259.94,260.62,258.0101,259.58,32754941
2025-10-24,AAPL,261.19,264.13,259.18,262.82,38253717
2025-10-27,AAPL,264.88,269.12,264.6501,268.81,44888152
2025-10-28,AAPL,268.985,269.89,268.15,269.0,41534759
2025-10-29,AAPL,269.275,271.41,267.11,269.7,51086742
2025-10-30,AAPL,271.99,274.14,268.48,271.4,69886534
2025-10-31,AAPL,276.99,277.32,269.16,270.37,86167123
2025-11-03,AAPL,270.42,270.85,266.25,269.05,50194583
2025-11-04,AAPL,268.325,271.486,267.615,270.04,49274846
2025-11-05,AAPL,268.61,271.7,266.93,270.14,42586288
2025-11-06,AAPL,267.89,273.4,267.89,269.77,51204045
2025-11-07,AAPL,269.795,272.29,266.77,268.47,48227365
2025-11-10,AAPL,268.96,273.73,267.455,269.43,41312412
2025-11-11,AAPL,269.81,275.91,269.8,275.25,46208318
2025-11-12,AAPL,275.0,275.73,271.7,273.47,48397982
2025-11-13,AAPL,274.11,276.699,272.09,272.95,49602794
2025-11-14,AAPL,271.05,275.96,269.6,272.41,47431331
2025-11-17,AAPL,268.815,270.49,265.73,267.46,45018260
2025-11-18,AAPL,269.99,270.71,265.32,267.44,45677278
2025-11-19,AAPL,265.525,272.21,265.5,268.56,40424492
2025-11-20,AAPL,270.83,275.43,265.92,266.25,45823568
2025-11-21,AAPL,265.95,273.33,265.67,271.49,59030832
2025-11-24,AAPL,270.9,277.0,270.9,275.92,65585796
2025-11-25,AAPL,275.27,280.38,275.25,276.97,46914220
2025-11-26,AAPL,276.96,279.53,276.63,277.55,33431423
2025-11-28,AAPL,277.26,279.0,275.9865,278.85,20135620
2025-12-01,AAPL,278.01,283.42,276.14,283.1,46587722
2025-12-02,AAPL,283.0,287.4,282.6301,286.19,53669532
2025-12-03,AAPL,286.2,288.62,283.3,284.15,43538687
2025-12-04,AAPL,284.095,284.73,278.59,280.7,43989056
2025-12-05,AAPL,280.54,281.14,278.05,278.78,47265845
2025-12-08,AAPL,278.13,279.6693,276.15,277.89,36406317
2025-12-09,AAPL,278.16,280.03,276.92,277.18,31753410
2025-12-10,AAPL,277.75,279.75,276.44,278.78,33038318
2025-12-11,AAPL,279.095,279.59,273.81,278.03,33247986
2025-12-12,AAPL,277.9,279.22,276.82,278.28,39532887
2025-07-24,MSFT,508.77,513.67,507.3,510.88,16107000
2025-07-25,MSFT,512.465,518.29,510.3592,513.71,19125699
2025-07-28,MSFT,514.08,515.0,510.12,512.5,14308027
2025-07-29,MSFT,515.53,517.62,511.56,512.57,16469235
2025-07-30,MSFT,515.17,515.95,509.435,513.24,26380434
2025-07-31,MSFT,555.225,555.45,531.9,533.5,51617326
2025-08-01,MSFT,535.0,535.8,520.86,524.11,28977628
2025-08-04,MSFT,528.27,538.25,528.13,535.64,25349004
2025-08-05,MSFT,537.18,537.3,527.24,527.75,19171569
2025-08-06,MSFT,530.9,531.7,524.03,524.94,21355702
2025-08-07,MSFT,526.8,528.09,517.5511,520.84,16079144
2025-08-08,MSFT,522.6,524.66,519.41,522.04,15531009
2025-08-11,MSFT,522.3,527.59,519.72,521.77,20194372
2025-08-12,MSFT,523.75,530.98,522.7,529.24,18688921
2025-08-13,MSFT,532.11,532.7,519.37,520.58,19619160
2025-08-14,MSFT,522.56,525.9499,520.14,522.48,20269074
2025-08-15,MSFT,522.77,526.1,519.08,520.17,25213272
2025-08-18,MSFT,521.585,522.82,514.02,517.1,23760583
2025-08-19,MSFT,515.0,515.1641,508.55,509.77,21481016
2025-08-20,MSFT,509.865,511.0,504.44,505.72,27723025
2025-08-21,MSFT,503.69,507.63,502.7201,504.24,18443254
2025-08-22,MSFT,504.25,510.73,502.41,507.23,24324161
2025-08-25,MSFT,506.63,508.19,504.12,504.26,21638579
2025-08-26,MSFT,504.355,504.9778,498.51,502.04,30835709
2025-08-27,MSFT,502.0,507.29,499.9,506.74,17277893
2025-08-28,MSFT,507.09,511.09,505.5,509.64,18015593
2025-08-29,MSFT,508.66,509.6,504.4915,506.69,20961569
2025-09-02,MSFT,500.465,506.0,496.81,505.12,18127995
2025-09-03,MSFT,503.79,507.79,502.32,505.35,15995154
2025-09-04,MSFT,504.3,508.15,503.15,507.97,15509486
2025-09-05,MSFT,509.07,511.97,492.37,495.0,31994846
2025-09-08,MSFT,498.105,501.195,495.03,498.2,16771015
2025-09-09,MSFT,501.43,502.25,497.7,498.41,14410542
2025-09-10,MSFT,502.98,503.2299,496.72,500.37,21611816
2025-09-11,MSFT,502.25,503.17,497.88,501.01,18881608
2025-09-12,MSFT,506.65,512.55,503.85,509.9,23624884
2025-09-15,MSFT,508.79,515.47,507.0,515.36,17143786
2025-09-16,MSFT,516.88,517.23,508.6,509.04,19711922
2025-09-17,MSFT,510.62,511.29,505.93,510.02,15816585
2025-09-18,MSFT,511.49,513.07,507.66,508.45,18913696
2025-09-19,MSFT,510.56,519.3,510.31,517.93,52474093
2025-09-22,MSFT,515.59,517.74,512.545,514.45,20009314
2025-09-23,MSFT,513.8,514.5899,507.31,509.23,19799580
2025-09-24,MSFT,510.38,512.48,506.92,510.15,13533711
2025-09-25,MSFT,508.3,510.01,505.04,507.03,15786468
2025-09-26,MSFT,510.06,513.94,506.62,511.46,16213129
2025-09-29,MSFT,511.5,516.845,508.88,514.6,17617775
2025-09-30,MSFT,513.24,518.16,509.66,517.95,19728229
2025-10-01,MSFT,514.8,520.505,511.69,519.71,22632336
2025-10-02,MSFT,517.64,521.6,510.6791,515.74,21222886
2025-10-03,MSFT,517.1,520.49,515.0,517.35,15112321
2025-10-06,MSFT,518.61,531.03,518.2,528.57,21388581
2025-10-07,MSFT,528.285,529.8,521.44,523.98,14615208
2025-10-08,MSFT,523.28,526.95,523.09,524.85,13363447
2025-10-09,MSFT,522.335,524.325,517.4,522.4,18343602
2025-10-10,MSFT,519.64,523.58,509.63,510.96,24133840
2025-10-13,MSFT,516.41,516.41,511.68,514.05,14284238
2025-10-14,MSFT,510.225,515.282,506.0,513.57,14684300
2025-10-15,MSFT,514.955,517.19,510.0,513.43,14694654
2025-10-16,MSFT,512.58,516.85,508.13,511.61,15559565
2025-10-17,MSFT,509.04,515.48,507.31,513.58,19867765
2025-10-20,MSFT,514.61,518.7,513.43,516.79,14665620
2025-10-21,MSFT,517.5,518.69,513.04,517.66,15586204
2025-10-22,MSFT,521.15,525.23,517.71,520.54,18962694
2025-10-23,MSFT,522.46,523.95,518.61,520.56,14023532
2025-10-24,MSFT,522.79,525.345,520.71,523.61,15532360
2025-10-27,MSFT,531.78,534.58,529.01,531.52,18734716
2025-10-28,MSFT,550.0,553.72,540.77,542.07,29986683
2025-10-29,MSFT,544.94,546.27,536.7287,541.55,36023004
2025-10-30,MSFT,530.48,534.97,522.12,525.76,41023088
2025-10-31,MSFT,528.875,529.32,515.1,517.81,34006424
2025-11-03,MSFT,519.805,524.96,514.59,517.03,22374742
2025-11-04,MSFT,511.76,515.55,507.84,514.33,20958663
2025-11-05,MSFT,513.3,514.83,506.575,507.16,22883851
2025-11-06,MSFT,505.66,505.7,495.81,497.1,27406496
2025-11-07,MSFT,496.945,499.377,493.25,496.82,24019764
2025-11-10,MSFT,500.035,506.85,498.8,506.0,26101480
2025-11-11,MSFT,504.8,509.6,502.3488,508.68,17980020
2025-11-12,MSFT,509.355,511.67,499.1201,511.14,26574851
2025-11-13,MSFT,510.31,513.5,501.29,503.29,25273114
2025-11-14,MSFT,498.23,511.6,497.44,510.18,28505746
2025-11-17,MSFT,508.45,512.12,504.91,507.49,19092752
2025-11-18,MSFT,495.365,502.98,486.78,493.79,33815114
2025-11-19,MSFT,490.1,495.1872,482.83,487.12,23245314
2025-11-20,MSFT,492.71,493.57,475.5,478.43,26802542
2025-11-21,MSFT,478.5,478.92,468.27,472.12,31769248
2025-11-24,MSFT,475.0,476.9,468.02,474.0,34421046
2025-11-25,MSFT,474.07,479.15,464.89,476.99,28019793
2025-11-26,MSFT,486.31,488.31,481.2,485.5,25709079
2025-11-28,MSFT,487.595,492.63,486.65,492.01,14386730
2025-12-01,MSFT,488.435,489.8599,484.6475,486.74,23963993
2025-12-02,MSFT,486.715,493.4999,486.32,490.0,19562722
2025-12-03,MSFT,476.32,484.24,475.2,477.73,34615102
2025-12-04,MSFT,479.76,481.322,476.49,480.84,22318155
2025-12-05,MSFT,482.515,483.4,478.8801,483.16,22608710
2025-12-08,MSFT,484.885,492.3,484.38,491.02,20668450
2025-12-09,MSFT,489.1,492.12,488.5001,492.02,14092776
2025-12-10,MSFT,484.03,484.25,475.08,478.56,35756229
2025-12-11,MSFT,476.63,486.03,475.86,483.47,24669180
2025-12-12,MSFT,479.82,482.45,476.34,478.53,21248102
2025-07-24,GOOGL,197.03,197.95,191.0,192.17,74881687
2025-07-25,GOOGL,191.98,194.33,191.26,193.18,39785863
2025-07-28,GOOGL,193.65,194.05,190.84,192.58,38139504
2025-07-29,GOOGL,192.43,195.92,192.08,195.75,41389153
2025-07-30,GOOGL,195.6,197.5999,194.685,196.53,32445405
2025-07-31,GOOGL,195.71,195.99,191.09,191.9,51329163
2025-08-01,GOOGL,189.025,190.83,187.82,189.13,34832181
2025-08-04,GOOGL,190.29,195.27,190.12,195.04,31547350
2025-08-05,GOOGL,194.71,197.8599,193.885,194.67,31602340
2025-08-06,GOOGL,194.5,196.63,193.67,196.09,21562908
2025-08-07,GOOGL,197.06,197.54,194.33,196.52,26321811
2025-08-08,GOOGL,197.22,202.61,197.17,201.42,39161826
2025-08-11,GOOGL,200.935,201.475,199.07,201.0,25832435
2025-08-12,GOOGL,201.365,204.5,200.59,203.34,30424452
2025-08-13,GOOGL,204.13,204.53,197.5101,201.96,28342922
2025-08-14,GOOGL,201.5,204.44,201.225,202.94,25230427
2025-08-15,GOOGL,203.85,206.44,201.28,203.9,34931422
2025-08-18,GOOGL,204.2,205.265,202.49,203.5,18526594
2025-08-19,GOOGL,203.03,203.44,199.96,201.57,24240233
2025-08-20,GOOGL,200.73,201.28,196.595,199.32,28955498
2025-08-21,GOOGL,199.745,202.48,199.43,199.75,19774633
2025-08-22,GOOGL,202.73,208.54,201.3,206.09,42827040
2025-08-25,GOOGL,206.43,210.52,205.28,208.49,29928878
2025-08-26,GOOGL,207.51,207.85,205.7,207.14,28464130
2025-08-27,GOOGL,205.7,208.91,205.65,207.48,23022850
2025-08-28,GOOGL,207.25,212.22,206.9,211.64,32339307
2025-08-29,GOOGL,210.51,214.645,210.2,212.91,39728364
2025-09-02,GOOGL,208.44,211.675,206.195,211.35,47523037
2025-09-03,GOOGL,226.21,231.31,224.79,230.66,102090277
2025-09-04,GOOGL,229.65,232.37,226.11,232.3,51684167
2025-09-05,GOOGL,232.2,235.76,231.9,235.0,46588925
2025-09-08,GOOGL,235.47,238.13,233.67,234.04,32474743
2025-09-09,GOOGL,234.165,240.47,233.229,239.63,38060959
2025-09-10,GOOGL,238.9,241.66,237.85,239.17,35141074
2025-09-11,GOOGL,239.88,242.25,236.25,240.37,30599328
2025-09-12,GOOGL,240.37,242.075,238.0,240.8,26771610
2025-09-15,GOOGL,244.66,252.4099,244.66,251.61,58383796
2025-09-16,GOOGL,252.08,253.04,249.47,251.16,34109720
2025-09-17,GOOGL,251.22,251.6,246.28,249.53,34107992
2025-09-18,GOOGL,251.68,253.99,249.8,252.03,31239474
2025-09-19,GOOGL,253.25,256.0,251.81,254.72,55571424
2025-09-22,GOOGL,254.43,255.78,250.3,252.53,32290538
2025-09-23,GOOGL,253.04,254.36,250.48,251.66,26628016
2025-09-24,GOOGL,251.66,252.3501,246.44,247.14,28201003
2025-09-25,GOOGL,244.4,246.49,240.74,245.79,31020383
2025-09-26,GOOGL,247.065,249.42,245.97,246.54,18503194
2025-09-29,GOOGL,247.85,251.1486,242.77,244.05,32505777
2025-09-30,GOOGL,242.81,243.29,239.245,243.1,34724346
2025-10-01,GOOGL,240.75,246.3,238.61,244.9,31658234
2025-10-02,GOOGL,245.15,246.81,242.3,245.69,25483298
2025-10-03,GOOGL,244.49,246.3,241.655,245.35,30249559
2025-10-06,GOOGL,244.78,251.32,244.58,250.43,28894653
2025-10-07,GOOGL,248.27,250.44,245.52,245.76,23181285
2025-10-08,GOOGL,244.96,246.005,243.82,244.62,21307104
2025-10-09,GOOGL,244.47,244.76,239.15,241.53,27892086
2025-10-10,GOOGL,241.43,244.09,235.84,236.57,33180323
2025-10-13,GOOGL,240.21,244.5,239.71,244.15,24995028
2025-10-14,GOOGL,241.23,247.12,240.51,245.45,22111572
2025-10-15,GOOGL,247.245,252.11,245.99,251.03,27007690
2025-10-16,GOOGL,251.765,256.96,250.101,251.46,27997159
2025-10-17,GOOGL,250.76,254.22,247.81,253.3,29671629
2025-10-20,GOOGL,254.69,257.33,254.23,256.55,22350155
2025-10-21,GOOGL,254.74,254.88,244.15,250.46,47312098
2025-10-22,GOOGL,254.37,256.36,249.29,251.69,35029370
2025-10-23,GOOGL,252.98,255.04,251.85,253.08,19901425
2025-10-24,GOOGL,256.58,261.68,255.315,259.92,28655126
2025-10-27,GOOGL,264.815,270.14,264.28,269.27,35235231
2025-10-28,GOOGL,269.69,270.73,266.5,267.47,29738564
2025-10-29,GOOGL,267.75,275.336,267.67,274.57,43580277
2025-10-30,GOOGL,291.59,291.59,280.06,281.48,74875990
2025-10-31,GOOGL,283.21,286.0,277.03,281.19,39267945
2025-11-03,GOOGL,282.175,285.53,279.8,283.72,29785996
2025-11-04,GOOGL,276.75,281.27,276.26,277.54,30078369
2025-11-05,GOOGL,278.87,286.415,277.34,284.31,30283252
2025-11-06,GOOGL,285.33,288.35,281.14,284.75,37173648
2025-11-07,GOOGL,283.205,283.78,275.19,278.83,34479588
2025-11-10,GOOGL,284.42,290.8,282.855,290.1,29557309
2025-11-11,GOOGL,287.745,291.915,287.32,291.31,19842136
2025-11-12,GOOGL,291.675,292.005,283.69,286.71,24829923
2025-11-13,GOOGL,282.34,282.84,277.24,278.57,29494040
2025-11-14,GOOGL,271.405,278.56,270.7,276.41,31647227
2025-11-17,GOOGL,285.775,293.95,283.57,285.02,52670192
2025-11-18,GOOGL,287.915,288.8,278.2,284.28,49158743
2025-11-19,GOOGL,287.16,303.81,286.63,292.81,68198944
2025-11-20,GOOGL,304.54,306.42,288.67,289.45,62025218
2025-11-21,GOOGL,296.415,303.92,293.845,299.66,74137697
2025-11-24,GOOGL,311.13,319.48,309.595,318.58,85165123
2025-11-25,GOOGL,326.21,328.83,317.65,323.44,88632074
2025-11-26,GOOGL,320.68,324.5,316.79,319.95,51373361
2025-11-28,GOOGL,323.365,326.85,316.79,320.18,26018568
2025-12-01,GOOGL,317.7,319.85,313.89,314.89,41182956
2025-12-02,GOOGL,316.74,318.38,313.91,315.81,35854744
2025-12-03,GOOGL,315.89,321.58,314.1,319.63,41838317
2025-12-04,GOOGL,322.225,322.36,314.7,317.62,31240924
2025-12-05,GOOGL,319.49,323.16,319.165,321.27,28851705
2025-12-08,GOOGL,320.05,320.44,311.2219,313.72,33403895
2025-12-09,GOOGL,312.37,317.99,311.895,317.08,30089731
2025-12-10,GOOGL,315.83,321.31,314.68,320.21,33428923
2025-12-11,GOOGL,320.08,321.12,308.6,312.43,42353697
2025-12-12,GOOGL,313.7,314.87,305.56,309.29,35940170
2025-07-24,AMZN,229.17,236.0,228.64,232.23,42902266
2025-07-25,AMZN,232.22,232.48,231.18,231.44,28712095
2025-07-28,AMZN,233.35,234.29,232.25,232.79,26300138
2025-07-29,AMZN,234.15,234.72,230.31,231.01,33716220
2025-07-30,AMZN,231.64,231.8,229.29,230.19,32993273
2025-07-31,AMZN,235.77,236.53,231.4,234.11,104357263
2025-08-01,AMZN,217.21,220.4399,212.8,214.75,122258801
2025-08-04,AMZN,217.4,217.44,211.42,211.65,77890146
2025-08-05,AMZN,213.05,216.3,212.87,213.75,51505121
2025-08-06,AMZN,214.695,222.65,213.7409,222.31,54823045
2025-08-07,AMZN,221.0,226.22,220.82,223.13,40603513
2025-08-08,AMZN,223.14,223.8,221.8836,222.69,32970477
2025-08-11,AMZN,221.78,223.05,220.4,221.3,31646222
2025-08-12,AMZN,222.23,223.5,219.05,221.47,37254707
2025-08-13,AMZN,222.0,224.9185,222.0,224.56,36508335
2025-08-14,AMZN,227.4,233.11,227.02,230.98,61545824
2025-08-15,AMZN,232.58,234.08,229.807,231.03,39649244
2025-08-18,AMZN,230.225,231.91,228.33,231.49,25248890
2025-08-19,AMZN,230.09,230.5283,227.12,228.01,29891012
2025-08-20,AMZN,227.12,227.27,220.915,223.81,36604319
2025-08-21,AMZN,222.65,222.78,220.5,221.95,32140459
2025-08-22,AMZN,222.79,229.14,220.82,228.84,37315341
2025-08-25,AMZN,227.35,229.6,227.31,227.94,22633695
2025-08-26,AMZN,227.11,229.0,226.02,228.71,26105373
2025-08-27,AMZN,228.57,229.87,227.81,229.12,21254479
2025-08-28,AMZN,229.005,232.71,228.02,231.6,33679585
2025-08-29,AMZN,231.32,231.8125,228.16,229.0,26199170
2025-09-02,AMZN,223.52,226.17,221.83,225.34,38843883
2025-09-03,AMZN,225.21,227.1699,224.36,225.99,26355706
2025-09-04,AMZN,231.185,235.77,230.78,235.68,59391779
2025-09-05,AMZN,235.19,236.0,231.93,232.33,36721802
2025-09-08,AMZN,234.94,237.6,233.75,235.84,33947104
2025-09-09,AMZN,236.355,238.85,235.08,238.24,27033778
2025-09-10,AMZN,237.515,237.68,229.0962,230.33,60907714
2025-09-11,AMZN,231.49,231.53,229.3377,229.95,37485598
2025-09-12,AMZN,230.35,230.79,226.29,228.15,38496218
2025-09-15,AMZN,230.625,233.73,230.32,231.43,33243328
2025-09-16,AMZN,232.935,235.9,232.23,234.05,38203912
2025-09-17,AMZN,233.77,234.3,228.71,231.62,42815230
2025-09-18,AMZN,232.5,233.48,228.79,231.23,37931738
2025-09-19,AMZN,232.37,234.16,229.7,231.48,97943172
2025-09-22,AMZN,230.56,230.565,227.51,227.63,45914506
2025-09-23,AMZN,227.83,227.86,220.07,220.71,70956193
2025-09-24,AMZN,224.15,224.56,219.45,220.21,49509033
2025-09-25,AMZN,220.06,220.67,216.47,218.15,52226328
2025-09-26,AMZN,219.08,221.05,218.02,219.78,41650098
2025-09-29,AMZN,220.08,222.6,219.3,222.17,44259177
2025-09-30,AMZN,222.03,222.24,217.89,219.57,48396369
2025-10-01,AMZN,217.36,222.15,216.61,220.63,43933834
2025-10-02,AMZN,221.01,222.81,218.945,222.41,41258586
2025-10-03,AMZN,223.44,224.2,219.34,219.51,43639033
2025-10-06,AMZN,221.0,221.73,216.03,220.9,43690876
2025-10-07,AMZN,220.88,222.89,220.17,221.78,31194678
2025-10-08,AMZN,222.92,226.73,221.19,225.22,46685985
2025-10-09,AMZN,224.995,228.21,221.75,227.74,46412122
2025-10-10,AMZN,226.21,228.25,216.0,216.37,72367511
2025-10-13,AMZN,217.7,220.68,217.04,220.07,37809650
2025-10-14,AMZN,215.555,219.32,212.6,216.39,45665580
2025-10-15,AMZN,216.62,217.71,212.66,215.57,45909469
2025-10-16,AMZN,215.67,218.59,212.8101,214.47,42414591
2025-10-17,AMZN,214.56,214.8,211.03,213.04,45986944
2025-10-20,AMZN,213.88,216.69,213.59,216.48,38882819
2025-10-21,AMZN,218.43,223.32,217.99,222.03,50494565
2025-10-22,AMZN,219.3,220.005,216.52,217.95,44308538
2025-10-23,AMZN,219.0,221.3,218.18,221.09,31539999
2025-10-24,AMZN,221.97,225.4,221.9,224.21,38685053
2025-10-27,AMZN,227.66,228.4,225.54,226.97,38266995
2025-10-28,AMZN,228.215,231.485,226.21,229.25,47100026
2025-10-29,AMZN,231.672,232.82,227.76,230.3,52036151
2025-10-30,AMZN,227.06,228.44,222.75,222.86,102252937
2025-10-31,AMZN,250.1,250.5,243.98,244.22,166340808
2025-11-03,AMZN,255.36,258.6,252.9,254.0,95997816
2025-11-04,AMZN,250.38,257.01,248.66,249.32,51546311
2025-11-05,AMZN,249.03,251.0,246.16,250.2,39234469
2025-11-06,AMZN,249.155,250.38,242.17,243.04,46004203
2025-11-07,AMZN,242.9,244.9,238.49,244.41,46374294
2025-11-10,AMZN,248.34,251.75,245.59,248.4,36476514
2025-11-11,AMZN,248.41,249.7499,247.23,249.1,23564060
2025-11-12,AMZN,250.235,250.37,243.75,244.2,31190063
2025-11-13,AMZN,243.05,243.75,236.5,237.58,41401738
2025-11-14,AMZN,235.06,238.73,232.89,234.69,38956669
2025-11-17,AMZN,233.25,234.6,229.19,232.87,59919018
2025-11-18,AMZN,228.1,230.2,222.42,222.55,60608442
2025-11-19,AMZN,223.735,223.735,218.52,222.69,58335643
2025-11-20,AMZN,227.05,227.41,216.74,217.14,50308962
2025-11-21,AMZN,216.345,222.21,215.18,220.69,68490464
2025-11-24,AMZN,222.555,227.33,222.27,226.28,54318395
2025-11-25,AMZN,226.38,230.52,223.8,229.67,39379339
2025-11-26,AMZN,230.74,231.7474,228.77,229.16,38497922
2025-11-28,AMZN,231.24,233.285,230.22,233.22,20292329
2025-12-01,AMZN,233.22,235.797,232.25,233.88,42903954
2025-12-02,AMZN,235.005,238.97,233.55,234.42,45785363
2025-12-03,AMZN,233.35,233.38,230.61,232.38,35495058
2025-12-04,AMZN,232.77,233.5,226.8,229.11,45683224
2025-12-05,AMZN,230.32,231.24,228.547,229.53,33117377
2025-12-08,AMZN,229.59,230.83,226.27,226.89,34681553
2025-12-09,AMZN,226.84,228.57,225.11,227.92,25712299
2025-12-10,AMZN,228.805,232.42,228.46,231.78,38790736
2025-12-11,AMZN,230.71,232.11,228.6901,230.28,28249599
2025-12-12,AMZN,229.87,230.08,225.12,226.19,35639118
2025-07-24,META,717.05,723.6239,714.0,714.8,10920836
2025-07-25,META,716.915,720.6499,711.9,712.68,8271698
2025-07-28,META,715.2,724.7352,712.68,717.63,8715743
2025-07-29,META,720.0,724.47,699.91,700.0,13267032
2025-07-30,META,708.09,708.5,691.2001,695.21,27077286
2025-07-31,META,775.2,784.75,765.51,773.44,38831098
2025-08-01,META,760.73,765.9999,745.31,750.01,19028710
2025-08-04,META,760.0,776.85,758.41,776.37,15801727
2025-08-05,META,776.445,783.1299,763.0,763.46,11640294
2025-08-06,META,770.0,773.64,760.4601,771.99,9733910
2025-08-07,META,773.49,775.0,759.55,761.83,9019691
2025-08-08,META,762.75,769.9,758.58,769.3,7320755
2025-08-11,META,770.075,773.4584,764.67,765.87,7611964
2025-08-12,META,773.0,793.67,772.43,790.0,14579765
2025-08-13,META,791.15,795.4561,778.23,780.08,8811750
2025-08-14,META,777.88,787.81,772.51,782.13,8116193
2025-08-15,META,784.15,796.25,780.82,785.23,13375361
2025-08-18,META,775.085,775.81,756.5601,767.37,16513737
2025-08-19,META,767.12,767.17,749.36,751.48,12286690
2025-08-20,META,747.57,750.1999,731.0,747.72,11898190
2025-08-21,META,744.705,745.5,733.1101,739.1,8876307
2025-08-22,META,739.23,756.9,734.39,754.79,10612667
2025-08-25,META,754.82,758.88,750.13,753.3,6861158
2025-08-26,META,750.8,754.87,747.94,754.1,7601800
2025-08-27,META,752.3,754.1499,742.84,747.38,8315435
2025-08-28,META,744.0,753.0548,740.795,751.11,7467955
2025-08-29,META,745.28,747.14,735.3466,738.7,9070546
2025-09-02,META,726.04,736.0,721.7306,735.11,9350857
2025-09-03,META,736.0,740.25,733.9893,737.05,7650495
2025-09-04,META,748.57,761.16,745.82,748.65,11439078
2025-09-05,META,752.615,757.95,745.03,752.45,9663441
2025-09-08,META,755.995,766.51,752.02,752.3,13087816
2025-09-09,META,757.49,766.3,753.43,765.7,10999026
2025-09-10,META,765.13,765.7,751.0,751.98,12478276
